Frame Number,Car ID,Lane (Left/Right),Speed (Km/h),Violation
183,10,Right,tensor(22.0173),Yes
183,11,Left,tensor(16.7390),Yes
184,7,Left,tensor(55.5419),No
184,10,Right,tensor(22.3468),Yes
184,11,Left,tensor(16.0159),Yes
185,7,Left,tensor(57.9112),No
185,10,Right,tensor(22.4922),Yes
185,11,Left,tensor(18.2947),Yes
186,7,Left,tensor(56.3782),No
186,10,Right,tensor(24.2678),Yes
186,11,Left,tensor(21.8311),Yes
187,7,Left,tensor(59.2674),No
187,10,Right,tensor(19.5427),Yes
187,11,Left,tensor(18.5587),Yes
188,7,Left,tensor(64.3762),No
188,10,Right,tensor(18.5245),Yes
188,11,Left,tensor(18.9215),Yes
189,7,Left,tensor(65.3856),No
189,10,Right,tensor(20.5196),Yes
189,11,Left,tensor(22.7415),Yes
190,7,Left,tensor(66.4510),No
190,10,Right,tensor(20.9178),Yes
190,11,Left,tensor(17.6066),Yes
191,7,Left,tensor(71.7493),No
191,10,Right,tensor(19.1272),Yes
191,11,Left,tensor(18.1613),Yes
192,7,Left,tensor(79.6360),No
192,10,Right,tensor(19.1517),Yes
192,11,Left,tensor(15.1201),Yes
193,7,Left,tensor(72.6014),No
193,10,Right,tensor(17.8008),Yes
193,11,Left,tensor(20.7085),Yes
194,7,Left,tensor(73.8792),No
194,10,Right,tensor(17.1739),Yes
194,11,Left,tensor(18.4360),Yes
195,7,Left,tensor(76.8964),No
195,10,Right,tensor(19.5673),Yes
195,11,Left,tensor(16.9919),Yes
196,7,Left,tensor(81.3423),No
196,10,Right,tensor(15.9395),Yes
196,11,Left,tensor(18.4667),Yes
197,7,Left,tensor(78.8402),No
197,10,Right,tensor(16.1232),Yes
197,11,Left,tensor(18.0991),Yes
198,7,Left,tensor(84.5253),No
198,10,Right,tensor(15.6244),Yes
198,11,Left,tensor(19.5322),Yes
199,7,Left,tensor(83.4644),No
199,10,Right,tensor(15.0668),Yes
199,11,Left,tensor(20.3192),Yes
200,7,Left,tensor(88.6117),No
200,10,Right,tensor(16.1802),Yes
200,11,Left,tensor(21.8116),Yes
201,10,Right,tensor(17.6796),No
201,11,Left,tensor(19.2955),No
202,1,Right,tensor(15.4225),No
202,11,Left,tensor(19.3094),No
203,1,Right,tensor(12.2088),No
203,11,Left,tensor(21.0508),No
204,1,Right,tensor(13.3829),No
204,11,Left,tensor(22.5094),No
205,1,Right,tensor(13.9282),No
205,11,Left,tensor(21.1075),No
206,1,Right,tensor(14.1132),No
206,11,Left,tensor(21.7280),No
207,1,Right,tensor(13.6413),No
207,11,Left,tensor(25.8080),No
208,1,Right,tensor(13.8461),No
208,11,Left,tensor(23.5169),No
209,1,Right,tensor(13.2652),No
209,11,Left,tensor(23.1653),No
210,1,Right,tensor(13.5898),No
210,11,Left,tensor(25.4062),No
211,1,Right,tensor(14.0497),No
211,11,Left,tensor(26.6606),No
212,1,Right,tensor(11.8527),No
212,11,Left,tensor(24.1207),No
213,1,Right,tensor(11.1809),No
213,11,Left,tensor(26.1504),No
214,1,Right,tensor(14.8638),No
214,11,Left,tensor(22.8418),No
215,1,Right,tensor(10.0847),No
215,11,Left,tensor(27.0637),No
216,1,Right,tensor(13.5483),No
216,11,Left,tensor(29.3941),No
217,1,Right,tensor(11.9558),No
217,11,Left,tensor(28.1649),No
218,1,Right,tensor(11.5374),No
218,11,Left,tensor(25.8459),No
219,1,Right,tensor(11.2200),No
219,11,Left,tensor(31.0182),No
220,1,Right,tensor(12.7295),No
220,11,Left,tensor(27.2711),No
221,1,Right,tensor(8.6840),No
221,11,Left,tensor(28.3994),No
222,1,Right,tensor(11.1761),No
222,11,Left,tensor(29.5425),No
223,1,Right,tensor(11.2251),No
223,11,Left,tensor(32.4134),No
224,1,Right,tensor(8.1536),No
224,11,Left,tensor(32.9305),No
225,1,Right,tensor(9.3533),No
225,11,Left,tensor(28.7209),No
226,1,Right,tensor(8.6611),No
226,11,Left,tensor(29.4966),No
227,1,Right,tensor(7.2683),No
227,11,Left,tensor(33.2435),No
228,1,Right,tensor(9.6999),No
228,11,Left,tensor(31.9033),No
229,1,Right,tensor(8.1500),No
229,11,Left,tensor(34.1579),No
230,11,Left,tensor(33.0359),No
230,1,Right,tensor(9.0288),Yes
231,11,Left,tensor(33.6094),No
231,1,Right,tensor(6.6360),Yes
232,11,Left,tensor(32.7539),No
232,1,Right,tensor(11.6043),Yes
233,11,Left,tensor(35.2822),No
233,1,Right,tensor(10.7780),Yes
234,11,Left,tensor(38.1667),No
234,1,Right,tensor(8.5181),Yes
235,11,Left,tensor(37.7666),No
235,1,Right,tensor(8.2187),Yes
236,11,Left,tensor(37.9587),No
236,1,Right,tensor(8.4430),Yes
237,11,Left,tensor(37.8160),No
237,12,Left,tensor(15.7602),Yes
237,1,Right,tensor(8.3465),Yes
238,11,Left,tensor(39.7297),No
238,12,Left,tensor(16.3143),Yes
238,1,Right,tensor(7.6708),Yes
239,11,Left,tensor(39.5761),No
239,12,Left,tensor(18.9392),Yes
239,1,Right,tensor(8.6044),Yes
240,11,Left,tensor(41.1457),No
240,1,Right,tensor(9.3408),Yes
240,12,Left,tensor(18.0001),Yes
241,11,Left,tensor(42.6402),No
241,12,Left,tensor(19.3667),Yes
241,1,Right,tensor(6.4767),Yes
242,11,Left,tensor(42.5170),No
242,1,Right,tensor(6.3850),Yes
242,12,Left,tensor(15.7168),Yes
243,11,Left,tensor(44.3081),No
243,9,Right,tensor(91.5207),No
243,1,Right,tensor(6.4571),Yes
243,12,Left,tensor(20.2608),Yes
244,11,Left,tensor(43.4676),No
244,9,Right,tensor(93.4985),No
244,12,Left,tensor(19.1510),Yes
244,1,Right,tensor(7.9232),Yes
245,11,Left,tensor(45.2790),No
245,9,Right,tensor(91.0542),No
245,12,Left,tensor(20.2123),Yes
245,1,Right,tensor(7.2566),Yes
246,11,Left,tensor(46.3556),No
246,9,Right,tensor(85.2914),No
246,12,Left,tensor(19.8236),Yes
246,1,Right,tensor(7.0100),Yes
247,11,Left,tensor(47.5710),No
247,9,Right,tensor(81.4112),No
247,12,Left,tensor(19.4487),Yes
247,1,Right,tensor(7.0327),Yes
248,11,Left,tensor(48.1222),No
248,9,Right,tensor(83.3841),No
248,13,Right,tensor(33.5271),Yes
248,12,Left,tensor(20.9538),Yes
249,11,Left,tensor(49.2703),No
249,9,Right,tensor(78.7174),No
249,13,Right,tensor(39.5884),Yes
249,12,Left,tensor(20.4303),Yes
250,11,Left,tensor(50.1483),No
250,13,Right,tensor(40.2912),Yes
250,12,Left,tensor(19.5646),Yes
251,11,Left,tensor(50.5720),No
251,13,Right,tensor(39.7029),Yes
251,14,Right,tensor(81.1069),No
251,12,Left,tensor(21.8056),Yes
252,11,Left,tensor(51.0339),No
252,13,Right,tensor(36.0124),Yes
252,12,Left,tensor(21.7196),Yes
253,11,Left,tensor(51.5718),No
253,15,Right,tensor(77.1363),No
253,13,Right,tensor(36.0682),Yes
253,12,Left,tensor(19.9946),Yes
254,13,Right,tensor(35.8842),No
254,15,Right,tensor(72.5426),No
254,11,Left,tensor(53.9833),Yes
254,12,Left,tensor(21.1755),Yes
255,11,Left,tensor(55.4862),No
255,13,Right,tensor(32.3208),Yes
255,15,Right,tensor(74.5350),No
255,12,Left,tensor(22.6164),Yes
256,11,Left,tensor(56.8303),No
256,13,Right,tensor(32.6749),Yes
256,15,Right,tensor(69.9925),No
256,12,Left,tensor(24.9485),Yes
257,13,Right,tensor(35.0746),No
257,11,Left,tensor(57.4767),No
257,12,Left,tensor(20.7453),Yes
257,15,Right,tensor(68.3911),No
258,17,Right,tensor(63.1941),No
258,13,Right,tensor(30.3757),Yes
258,11,Left,tensor(60.6860),No
258,15,Right,tensor(63.7892),No
258,12,Left,tensor(23.1579),Yes
259,17,Right,tensor(65.3160),No
259,11,Left,tensor(58.0877),Yes
259,15,Right,tensor(63.1938),No
259,13,Right,tensor(32.1885),Yes
259,12,Left,tensor(22.8223),Yes
260,17,Right,tensor(54.2160),No
260,15,Right,tensor(64.1774),No
260,11,Left,tensor(58.3678),Yes
260,13,Right,tensor(30.7639),Yes
260,12,Left,tensor(21.8840),Yes
260,16,Left,tensor(28.5444),Yes
261,17,Right,tensor(53.1310),No
261,11,Left,tensor(60.7276),No
261,15,Right,tensor(63.4653),No
261,12,Left,tensor(26.4168),Yes
261,13,Right,tensor(30.3976),Yes
261,16,Left,tensor(31.8211),Yes
262,17,Right,tensor(47.4197),No
262,11,Left,tensor(63.6961),No
262,15,Right,tensor(57.7232),No
262,12,Left,tensor(25.5043),Yes
262,13,Right,tensor(29.3667),Yes
262,16,Left,tensor(29.1822),Yes
263,17,Right,tensor(57.2335),No
263,11,Left,tensor(63.1006),No
263,12,Left,tensor(25.8156),Yes
263,15,Right,tensor(59.9157),No
263,13,Right,tensor(29.7466),Yes
264,17,Right,tensor(48.7432),No
264,11,Left,tensor(61.4030),No
264,15,Right,tensor(55.6207),No
264,13,Right,tensor(29.0422),Yes
264,12,Left,tensor(26.6145),Yes
265,17,Right,tensor(47.4252),No
265,12,Left,tensor(25.4185),Yes
265,11,Left,tensor(64.4802),No
265,13,Right,tensor(27.7461),Yes
265,15,Right,tensor(55.7591),No
265,16,Left,tensor(27.9627),Yes
266,17,Right,tensor(49.2063),No
266,11,Left,tensor(70.7848),No
266,12,Left,tensor(26.4730),Yes
266,13,Right,tensor(28.0760),Yes
266,15,Right,tensor(57.8684),No
267,17,Right,tensor(42.3061),No
267,11,Left,tensor(71.1251),No
267,12,Left,tensor(26.8752),Yes
267,15,Right,tensor(51.2603),No
267,13,Right,tensor(27.1727),Yes
267,16,Left,tensor(31.7844),Yes
268,11,Left,tensor(72.8306),No
268,17,Right,tensor(45.1391),Yes
268,13,Right,tensor(26.4640),Yes
268,12,Left,tensor(28.2108),Yes
268,16,Left,tensor(31.8861),Yes
268,15,Right,tensor(50.6445),No
269,11,Left,tensor(74.1304),No
269,17,Right,tensor(45.5066),Yes
269,15,Right,tensor(47.2581),Yes
269,13,Right,tensor(23.8999),Yes
269,12,Left,tensor(28.3865),Yes
269,16,Left,tensor(33.8458),Yes
270,11,Left,tensor(80.1205),No
270,17,Right,tensor(43.9026),Yes
270,15,Right,tensor(47.9234),Yes
270,13,Right,tensor(25.6560),Yes
270,12,Left,tensor(29.7028),Yes
271,11,Left,tensor(77.9756),No
271,17,Right,tensor(43.6756),Yes
271,15,Right,tensor(48.1819),Yes
271,13,Right,tensor(24.8836),Yes
271,12,Left,tensor(28.7732),Yes
271,16,Left,tensor(35.0581),Yes
272,11,Left,tensor(77.4855),No
272,17,Right,tensor(40.0341),Yes
272,13,Right,tensor(23.7998),Yes
272,12,Left,tensor(30.9735),Yes
272,15,Right,tensor(49.0983),No
272,16,Left,tensor(33.1677),Yes
273,12,Left,tensor(29.9633),No
273,13,Right,tensor(23.9581),Yes
273,11,Left,tensor(75.3734),No
273,17,Right,tensor(38.9847),Yes
273,16,Left,tensor(34.6472),Yes
273,15,Right,tensor(47.3981),No
274,11,Left,tensor(78.1166),No
274,12,Left,tensor(31.5121),Yes
274,13,Right,tensor(24.9603),Yes
274,15,Right,tensor(48.3948),No
274,17,Right,tensor(38.4018),Yes
274,16,Left,tensor(38.1745),Yes
275,11,Left,tensor(84.0468),No
275,15,Right,tensor(45.9837),Yes
275,12,Left,tensor(32.0944),Yes
275,17,Right,tensor(35.8647),Yes
275,13,Right,tensor(22.7705),Yes
275,16,Left,tensor(35.0923),Yes
276,11,Left,tensor(83.3940),No
276,15,Right,tensor(43.7056),Yes
276,12,Left,tensor(33.2830),Yes
276,17,Right,tensor(35.4394),Yes
276,13,Right,tensor(23.8795),Yes
276,16,Left,tensor(36.4620),Yes
277,11,Left,tensor(86.7972),No
277,15,Right,tensor(43.3506),Yes
277,12,Left,tensor(35.7601),Yes
277,17,Right,tensor(34.5802),Yes
277,13,Right,tensor(22.6681),Yes
277,16,Left,tensor(38.3959),Yes
278,11,Left,tensor(87.0788),No
278,12,Left,tensor(35.3390),Yes
278,13,Right,tensor(20.1330),Yes
278,17,Right,tensor(33.1798),Yes
278,15,Right,tensor(41.7729),Yes
278,16,Left,tensor(38.3473),Yes
279,11,Left,tensor(91.9078),No
279,12,Left,tensor(37.3430),Yes
279,15,Right,tensor(40.0024),Yes
279,17,Right,tensor(30.5938),Yes
279,13,Right,tensor(21.0235),Yes
279,16,Left,tensor(38.8852),Yes
280,11,Left,tensor(93.2169),No
280,12,Left,tensor(38.8056),Yes
280,17,Right,tensor(31.0251),Yes
280,15,Right,tensor(40.1856),Yes
280,16,Left,tensor(39.5306),Yes
280,13,Right,tensor(19.3177),Yes
281,11,Left,tensor(94.5059),No
281,15,Right,tensor(38.2988),Yes
281,17,Right,tensor(31.8687),Yes
281,12,Left,tensor(36.0811),Yes
281,16,Left,tensor(41.5220),Yes
281,13,Right,tensor(19.4409),Yes
282,11,Left,tensor(97.6092),No
282,12,Left,tensor(39.3647),Yes
282,17,Right,tensor(29.4189),Yes
282,13,Right,tensor(18.2034),Yes
282,16,Left,tensor(41.8360),Yes
282,15,Right,tensor(36.8238),Yes
283,11,Left,tensor(103.6434),No
283,18,Right,tensor(81.3049),Yes
283,12,Left,tensor(36.7285),Yes
283,15,Right,tensor(37.0669),Yes
283,16,Left,tensor(40.5800),Yes
283,13,Right,tensor(17.5406),Yes
283,17,Right,tensor(29.0967),Yes
284,11,Left,tensor(104.1907),No
284,12,Left,tensor(39.9048),Yes
284,13,Right,tensor(17.6291),Yes
284,17,Right,tensor(28.0264),Yes
284,15,Right,tensor(37.2454),Yes
284,18,Right,tensor(79.8429),No
284,16,Left,tensor(41.5206),Yes
285,4,Left,tensor(109.3701),No
285,12,Left,tensor(42.1810),Yes
285,13,Right,tensor(16.5958),Yes
285,16,Left,tensor(42.1184),Yes
285,18,Right,tensor(80.1207),No
285,17,Right,tensor(25.7793),Yes
285,15,Right,tensor(34.2760),Yes
286,4,Left,tensor(111.6581),No
286,18,Right,tensor(80.9498),Yes
286,13,Right,tensor(17.1264),Yes
286,12,Left,tensor(41.4405),Yes
286,16,Left,tensor(45.3329),Yes
286,17,Right,tensor(25.4646),Yes
286,15,Right,tensor(35.1181),Yes
286,19,Left,tensor(9.5223),Yes
287,4,Left,tensor(111.8884),No
287,12,Left,tensor(41.2809),Yes
287,18,Right,tensor(75.6623),Yes
287,16,Left,tensor(44.7809),Yes
287,17,Right,tensor(25.4328),Yes
287,15,Right,tensor(34.6850),Yes
287,13,Right,tensor(15.6844),Yes
288,4,Left,tensor(113.7034),No
288,18,Right,tensor(67.6040),Yes
288,12,Left,tensor(43.6850),Yes
288,15,Right,tensor(32.5253),Yes
288,17,Right,tensor(24.6964),Yes
288,16,Left,tensor(46.0076),Yes
288,13,Right,tensor(16.1862),Yes
289,3,Left,tensor(117.5422),No
289,18,Right,tensor(61.2989),Yes
289,12,Left,tensor(46.2478),Yes
289,16,Left,tensor(45.9451),Yes
289,15,Right,tensor(33.1274),Yes
289,13,Right,tensor(14.9764),Yes
289,17,Right,tensor(23.6313),Yes
290,3,Left,tensor(104.9528),No
290,12,Left,tensor(49.8609),Yes
290,18,Right,tensor(59.3710),Yes
290,15,Right,tensor(32.2865),Yes
290,16,Left,tensor(49.1605),Yes
290,13,Right,tensor(15.5723),Yes
290,17,Right,tensor(23.2355),Yes
291,18,Right,tensor(58.0017),No
291,12,Left,tensor(46.0806),Yes
291,16,Left,tensor(47.9847),Yes
291,15,Right,tensor(29.8538),Yes
291,0,Left,tensor(116.6340),No
291,17,Right,tensor(22.2097),Yes
291,13,Right,tensor(12.9746),Yes
291,20,Left,tensor(31.2157),Yes
292,0,Left,tensor(124.6750),No
292,18,Right,tensor(58.8023),Yes
292,12,Left,tensor(48.3999),Yes
292,16,Left,tensor(51.6999),Yes
292,15,Right,tensor(29.4969),Yes
292,17,Right,tensor(22.7246),Yes
292,13,Right,tensor(14.3717),Yes
292,20,Left,tensor(32.5434),Yes
293,18,Right,tensor(57.0205),No
293,12,Left,tensor(52.2920),Yes
293,16,Left,tensor(51.3383),Yes
293,17,Right,tensor(20.8288),Yes
293,15,Right,tensor(30.0073),Yes
293,0,Left,tensor(128.9625),No
293,13,Right,tensor(14.2555),Yes
293,20,Left,tensor(33.9956),Yes
294,18,Right,tensor(57.3583),No
294,12,Left,tensor(53.1899),Yes
294,16,Left,tensor(51.0797),Yes
294,15,Right,tensor(28.2276),Yes
294,17,Right,tensor(20.1643),Yes
294,20,Left,tensor(32.6013),Yes
294,0,Left,tensor(135.3478),No
294,13,Right,tensor(13.4064),Yes
295,18,Right,tensor(53.2238),No
295,12,Left,tensor(53.8886),No
295,16,Left,tensor(53.1852),Yes
295,15,Right,tensor(27.7666),Yes
295,17,Right,tensor(19.9782),Yes
295,20,Left,tensor(35.0352),Yes
296,18,Right,tensor(49.2264),No
296,12,Left,tensor(56.5759),No
296,16,Left,tensor(55.3933),No
296,15,Right,tensor(27.1304),Yes
296,13,Right,tensor(18.1453),Yes
296,20,Left,tensor(32.6157),Yes
297,18,Right,tensor(50.9200),No
297,16,Left,tensor(55.0438),No
297,12,Left,tensor(56.3361),No
297,15,Right,tensor(26.6024),Yes
297,13,Right,tensor(20.2434),Yes
297,20,Left,tensor(34.8049),Yes
298,12,Left,tensor(59.0476),No
298,18,Right,tensor(47.4328),Yes
298,16,Left,tensor(56.6578),No
298,20,Left,tensor(36.3517),Yes
298,15,Right,tensor(27.3574),Yes
298,13,Right,tensor(17.6335),Yes
299,18,Right,tensor(49.3394),No
299,12,Left,tensor(61.7398),No
299,16,Left,tensor(57.4997),No
299,20,Left,tensor(35.8735),Yes
299,15,Right,tensor(24.5378),Yes
299,13,Right,tensor(18.4311),Yes
300,12,Left,tensor(63.0002),No
300,18,Right,tensor(46.5218),Yes
300,16,Left,tensor(60.2074),No
300,15,Right,tensor(26.0872),Yes
300,20,Left,tensor(38.1302),Yes
300,13,Right,tensor(16.6970),Yes
300,21,Right,tensor(10.3648),Yes
301,12,Left,tensor(63.9776),No
301,16,Left,tensor(62.7299),Yes
301,18,Right,tensor(43.9433),Yes
301,20,Left,tensor(36.6618),Yes
301,15,Right,tensor(24.5543),Yes
301,13,Right,tensor(16.9362),Yes
302,12,Left,tensor(63.2351),No
302,18,Right,tensor(44.4750),Yes
302,16,Left,tensor(64.8674),No
302,15,Right,tensor(23.1425),Yes
302,20,Left,tensor(36.9215),Yes
302,13,Right,tensor(16.0502),Yes
303,12,Left,tensor(66.3142),No
303,18,Right,tensor(42.7018),Yes
303,22,Right,tensor(36.5124),Yes
303,16,Left,tensor(64.8849),No
303,20,Left,tensor(38.8439),Yes
303,15,Right,tensor(22.8972),Yes
303,13,Right,tensor(15.8421),Yes
304,12,Left,tensor(68.0738),No
304,22,Right,tensor(46.8449),Yes
304,18,Right,tensor(42.8050),Yes
304,16,Left,tensor(65.6055),No
304,13,Right,tensor(15.4119),Yes
304,20,Left,tensor(39.1206),Yes
304,15,Right,tensor(24.5404),Yes
305,12,Left,tensor(71.6243),No
305,18,Right,tensor(40.0436),Yes
305,22,Right,tensor(43.1821),Yes
305,16,Left,tensor(67.3300),No
305,13,Right,tensor(16.4022),Yes
305,15,Right,tensor(22.9402),Yes
305,20,Left,tensor(40.1974),Yes
306,12,Left,tensor(76.3254),No
306,18,Right,tensor(39.0022),Yes
306,16,Left,tensor(68.0650),No
306,13,Right,tensor(13.6275),Yes
306,20,Left,tensor(38.8102),Yes
306,22,Right,tensor(41.2624),Yes
306,15,Right,tensor(21.2948),Yes
306,19,Left,tensor(13.2508),Yes
307,12,Left,tensor(74.4085),No
307,22,Right,tensor(39.6961),Yes
307,18,Right,tensor(37.6983),Yes
307,16,Left,tensor(68.3109),No
307,13,Right,tensor(13.6995),Yes
307,20,Left,tensor(40.4033),Yes
307,15,Right,tensor(21.6236),Yes
308,12,Left,tensor(74.9731),No
308,18,Right,tensor(36.4906),Yes
308,16,Left,tensor(74.0920),No
308,13,Right,tensor(11.8878),Yes
308,22,Right,tensor(40.4890),Yes
308,20,Left,tensor(40.1607),Yes
308,15,Right,tensor(21.1841),Yes
309,12,Left,tensor(72.1973),No
309,18,Right,tensor(36.0068),Yes
309,20,Left,tensor(42.0629),Yes
309,16,Left,tensor(70.4831),No
309,22,Right,tensor(39.8899),Yes
309,13,Right,tensor(12.4043),Yes
309,15,Right,tensor(21.9423),Yes
309,19,Left,tensor(15.8403),Yes
310,12,Left,tensor(76.1865),No
310,18,Right,tensor(33.8935),Yes
310,16,Left,tensor(72.0912),No
310,13,Right,tensor(11.6031),Yes
310,20,Left,tensor(41.1139),Yes
310,15,Right,tensor(20.5805),Yes
310,22,Right,tensor(36.9879),Yes
310,19,Left,tensor(14.5622),Yes
311,12,Left,tensor(85.5024),No
311,22,Right,tensor(36.6633),Yes
311,16,Left,tensor(72.6347),No
311,18,Right,tensor(34.4452),Yes
311,13,Right,tensor(12.5402),Yes
311,20,Left,tensor(40.8597),Yes
311,15,Right,tensor(20.4172),Yes
311,19,Left,tensor(15.7385),Yes
312,12,Left,tensor(90.7049),No
312,22,Right,tensor(38.6571),Yes
312,18,Right,tensor(32.5551),Yes
312,16,Left,tensor(74.5421),No
312,20,Left,tensor(44.0271),Yes
312,13,Right,tensor(12.7221),Yes
312,10,Right,tensor(20.7158),Yes
312,23,Left,tensor(23.8628),Yes
313,12,Left,tensor(93.6178),No
313,17,Right,tensor(32.9447),Yes
313,16,Left,tensor(78.4586),No
313,22,Right,tensor(37.2887),Yes
313,20,Left,tensor(42.9044),Yes
313,10,Right,tensor(20.0700),Yes
313,13,Right,tensor(11.2502),Yes
313,23,Left,tensor(24.4800),Yes
313,19,Left,tensor(17.4159),Yes
314,7,Left,tensor(92.8089),No
314,22,Right,tensor(35.8294),Yes
314,17,Right,tensor(29.7744),Yes
314,16,Left,tensor(77.3151),No
314,20,Left,tensor(43.3561),Yes
314,13,Right,tensor(12.2761),Yes
314,10,Right,tensor(20.8125),Yes
314,10,Right,tensor(21.1208),Yes
314,23,Left,tensor(25.6468),Yes
314,19,Left,tensor(15.0123),Yes
315,17,Right,tensor(30.0129),No
315,16,Left,tensor(78.0763),No
315,22,Right,tensor(33.5433),Yes
315,20,Left,tensor(44.9986),Yes
315,13,Right,tensor(11.7216),Yes
315,7,Left,tensor(91.9473),No
315,10,Right,tensor(17.7024),Yes
315,23,Left,tensor(25.0846),Yes
315,19,Left,tensor(16.6085),Yes
315,10,Right,tensor(18.7015),Yes
316,16,Left,tensor(81.6278),No
316,22,Right,tensor(31.7793),Yes
316,17,Right,tensor(28.9639),Yes
316,20,Left,tensor(45.7994),Yes
316,7,Left,tensor(92.4698),No
316,13,Right,tensor(11.0614),Yes
316,10,Right,tensor(18.2645),Yes
316,19,Left,tensor(16.3985),Yes
316,23,Left,tensor(22.9718),Yes
317,16,Left,tensor(85.1086),No
317,17,Right,tensor(27.5607),Yes
317,22,Right,tensor(32.0596),Yes
317,20,Left,tensor(46.2678),Yes
317,10,Right,tensor(18.7980),Yes
317,13,Right,tensor(8.7516),Yes
317,19,Left,tensor(15.8746),Yes
317,23,Left,tensor(25.1169),Yes
318,16,Left,tensor(86.2534),No
318,17,Right,tensor(25.6454),Yes
318,20,Left,tensor(48.6262),Yes
318,22,Right,tensor(33.1804),Yes
318,10,Right,tensor(17.3725),Yes
318,13,Right,tensor(9.3355),Yes
318,23,Left,tensor(26.4364),Yes
318,19,Left,tensor(15.3561),Yes
319,16,Left,tensor(88.6337),No
319,17,Right,tensor(25.4341),Yes
319,20,Left,tensor(47.0460),Yes
319,22,Right,tensor(29.2992),Yes
319,13,Right,tensor(10.3036),Yes
319,23,Left,tensor(23.5524),Yes
319,10,Right,tensor(17.2576),Yes
319,19,Left,tensor(18.9543),Yes
320,16,Left,tensor(89.0064),No
320,17,Right,tensor(27.1939),Yes
320,20,Left,tensor(49.3383),Yes
320,22,Right,tensor(32.0410),Yes
320,23,Left,tensor(29.1381),Yes
320,13,Right,tensor(9.4108),Yes
320,10,Right,tensor(17.8033),Yes
320,19,Left,tensor(17.0813),Yes
321,16,Left,tensor(92.1293),No
321,17,Right,tensor(24.5376),Yes
321,20,Left,tensor(49.0959),Yes
321,22,Right,tensor(28.7010),Yes
321,10,Right,tensor(14.9790),Yes
321,23,Left,tensor(26.3220),Yes
321,13,Right,tensor(8.3596),Yes
321,19,Left,tensor(15.9831),Yes
322,11,Left,tensor(98.8436),No
322,22,Right,tensor(30.1975),Yes
322,17,Right,tensor(22.7729),Yes
322,20,Left,tensor(49.0836),Yes
322,10,Right,tensor(16.2481),Yes
322,23,Left,tensor(21.5315),Yes
322,19,Left,tensor(16.9656),Yes
323,11,Left,tensor(100.7512),No
323,20,Left,tensor(51.3251),Yes
323,22,Right,tensor(29.2163),Yes
323,17,Right,tensor(22.5958),Yes
323,10,Right,tensor(16.7169),Yes
323,19,Left,tensor(16.6349),Yes
323,23,Left,tensor(26.8178),Yes
324,11,Left,tensor(102.5765),No
324,20,Left,tensor(51.6161),Yes
324,22,Right,tensor(24.8809),Yes
324,17,Right,tensor(21.2071),Yes
324,10,Right,tensor(16.1125),Yes
324,19,Left,tensor(17.3477),Yes
324,23,Left,tensor(27.2399),Yes
325,11,Left,tensor(106.7221),No
325,20,Left,tensor(52.0027),Yes
325,22,Right,tensor(25.9833),Yes
325,17,Right,tensor(20.8767),Yes
325,10,Right,tensor(18.1153),Yes
325,19,Left,tensor(17.6075),Yes
325,23,Left,tensor(24.0409),Yes
326,11,Left,tensor(108.1995),No
326,20,Left,tensor(54.6132),Yes
326,18,Right,tensor(26.5626),Yes
326,17,Right,tensor(21.6074),Yes
326,10,Right,tensor(15.3964),Yes
326,19,Left,tensor(17.0693),Yes
326,23,Left,tensor(28.1325),Yes
327,4,Left,tensor(110.7138),No
327,20,Left,tensor(54.7312),Yes
327,18,Right,tensor(26.4162),Yes
327,17,Right,tensor(19.9963),Yes
327,10,Right,tensor(14.4245),Yes
327,19,Left,tensor(17.3895),Yes
327,23,Left,tensor(26.7069),Yes
328,4,Left,tensor(112.6323),No
328,20,Left,tensor(55.3990),Yes
328,18,Right,tensor(25.7697),Yes
328,17,Right,tensor(19.3668),Yes
328,10,Right,tensor(16.2249),Yes
328,19,Left,tensor(17.5269),Yes
328,23,Left,tensor(26.5456),Yes
329,3,Left,tensor(115.4449),No
329,20,Left,tensor(54.6709),Yes
329,18,Right,tensor(25.7106),Yes
329,13,Right,tensor(17.5878),Yes
329,23,Left,tensor(28.2912),Yes
329,19,Left,tensor(18.1747),Yes
329,10,Right,tensor(12.8932),Yes
330,18,Right,tensor(24.9813),No
330,20,Left,tensor(58.0901),No
330,3,Left,tensor(113.9073),No
330,13,Right,tensor(17.7517),Yes
330,23,Left,tensor(31.9397),Yes
330,19,Left,tensor(15.0125),Yes
330,10,Right,tensor(15.9332),Yes
331,18,Right,tensor(24.4022),No
331,20,Left,tensor(59.6316),No
331,13,Right,tensor(17.0114),Yes
331,0,Left,tensor(113.0546),No
331,23,Left,tensor(30.9320),Yes
331,10,Right,tensor(13.2633),Yes
331,19,Left,tensor(19.0058),Yes
332,18,Right,tensor(23.1670),No
332,20,Left,tensor(58.7350),No
332,13,Right,tensor(16.9501),Yes
332,10,Right,tensor(14.6658),Yes
332,23,Left,tensor(30.4078),No
332,19,Left,tensor(19.7463),Yes
333,20,Left,tensor(63.1485),No
333,18,Right,tensor(22.9271),Yes
333,13,Right,tensor(15.4667),Yes
333,23,Left,tensor(32.9787),Yes
333,10,Right,tensor(13.5122),Yes
333,19,Left,tensor(18.7572),Yes
334,20,Left,tensor(63.0461),No
334,18,Right,tensor(22.8718),Yes
334,23,Left,tensor(33.7842),Yes
334,13,Right,tensor(15.5581),Yes
334,10,Right,tensor(12.0694),Yes
